ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
queda,385,0.014448,0.123646,1,victimario
campesinos,445,0.014413,0.158718,1,victimario
cambio,332,0.014407,0.118384,1,victimario
curso,329,0.014333,0.134157,1,victimario
vivir,304,0.014333,0.12335,1,victimario
problemas,369,0.014324,0.117702,1,victimario
practicamente,375,0.014307,0.181062,1,victimario
hacen,346,0.014295,0.119088,1,victimario
empezo,321,0.014228,0.176014,1,victimario
narcotrafico,355,0.014224,0.187754,1,victimario
base,341,0.014207,0.121584,1,victimario
mayor,384,0.014154,0.109457,1,victimario
ibamos,368,0.014137,0.178009,1,victimario
arriba,361,0.01413,0.127803,1,victimario
inclusive,333,0.014119,0.157902,1,victimario
hubiera,336,0.014112,0.124067,1,victimario
quiere,346,0.01409,0.111883,1,victimario
experiencia,304,0.014088,0.124815,1,victimario
sali,321,0.014087,0.174039,1,victimario
combate,338,0.014055,0.143617,1,victimario
coca,385,0.014046,0.151024,1,victimario
incluso,545,0.014025,0.115882,1,victimario
mio,311,0.01401,0.147226,1,victimario
decision,292,0.01401,0.175263,1,victimario
guerrillero,363,0.014002,0.172731,1,victimario
nina,312,0.013974,0.166374,1,victimario
armado,330,0.013957,0.150067,1,victimario
escuela,316,0.013955,0.120097,1,victimario
area,373,0.01394,0.162904,1,victimario
territorio,364,0.013933,0.131367,1,victimario
mano,423,0.013922,0.11598,1,victimario
hijo,298,0.013863,0.11487,1,victimario
dificil,330,0.013858,0.153473,1,victimario
campesino,331,0.013854,0.165468,1,victimario
comida,286,0.013853,0.122733,1,victimario
empezaron,291,0.013838,0.146362,1,victimario
importante,332,0.013825,0.112007,1,victimario
siendo,350,0.013752,0.112355,1,victimario
pasaba,302,0.013722,0.144816,1,victimario
monte,312,0.013665,0.141776,1,victimario
trabajando,323,0.01364,0.127975,1,victimario
mientras,272,0.013633,0.104496,1,victimario
manana,363,0.013632,0.176686,1,victimario
conmigo,335,0.013622,0.12467,1,victimario
vea,328,0.013613,0.136342,1,victimario
vaina,742,0.013608,0.158736,1,victimario
senora,340,0.013573,0.184083,1,victimario
haciamos,267,0.013566,0.181139,1,victimario
estructura,394,0.013549,0.130197,1,victimario
accion,298,0.013544,0.15577,1,victimario
sacar,306,0.013522,0.127798,1,victimario
partes,277,0.013517,0.120045,1,victimario
punto,315,0.013513,0.108869,1,victimario
escuadra,290,0.013491,0.161405,1,victimario
publica,384,0.013489,0.137541,1,victimario
llegaban,327,0.013477,0.158841,1,victimario
normal,331,0.013451,0.124368,1,victimario
grandes,260,0.013389,0.109724,1,victimario
ningun,279,0.013349,0.14614,1,victimario
adelante,290,0.013316,0.120441,1,victimario
salia,264,0.013294,0.168035,1,victimario
social,406,0.013293,0.108008,1,victimario
man,575,0.013281,0.136611,1,victimario
querian,224,0.013279,0.167642,1,victimario
poquito,290,0.013277,0.135961,1,victimario
estudiar,245,0.013246,0.126992,1,victimario
fuerzas,293,0.013238,0.119403,1,victimario
hermanos,229,0.013235,0.126283,1,victimario
mirar,254,0.013229,0.129514,1,victimario
venian,287,0.013214,0.170717,1,victimario
tres,199,0.013201,0.09967,1,victimario
entrenamiento,226,0.013171,0.136072,1,victimario
somos,274,0.01315,0.109549,1,victimario
mayoria,290,0.013125,0.15522,1,victimario
hicimos,349,0.013112,0.138943,1,victimario
mira,322,0.013093,0.114769,1,victimario
control,378,0.013081,0.113772,1,victimario
quede,262,0.013077,0.130684,1,victimario
eln,359,0.01307,0.16798,1,victimario
llevaron,260,0.013063,0.134956,1,victimario
vivia,239,0.013055,0.169041,1,victimario
buscar,305,0.013049,0.117698,1,victimario
murio,259,0.013028,0.160716,1,victimario
salio,292,0.013023,0.147343,1,victimario
ingreso,220,0.013023,0.131621,1,victimario
conoci,248,0.013005,0.162038,1,victimario
venga,268,0.013001,0.129044,1,victimario
tierra,230,0.012982,0.108756,1,victimario
autodefensas,546,0.012969,0.169428,1,victimario
mes,224,0.012923,0.109749,1,victimario
nacional,447,0.012922,0.098454,1,victimario
millones,341,0.012914,0.105237,1,victimario
bolivar,388,0.012888,0.160123,1,victimario
guardia,261,0.01287,0.128337,1,victimario
ninos,227,0.01286,0.169611,1,victimario
bastante,392,0.012851,0.11117,1,victimario
veia,283,0.01283,0.15759,1,victimario
ademas,250,0.012811,0.138871,1,victimario
vereda,229,0.012808,0.152975,1,victimario
idea,235,0.012797,0.105154,1,victimario
empieza,248,0.012785,0.124011,1,victimario
dan,256,0.012779,0.112863,1,victimario
apoyo,237,0.012774,0.1108,1,victimario
comision,262,0.01275,0.160139,1,victimario
nivel,301,0.012703,0.105564,1,victimario
seguir,233,0.012697,0.106933,1,victimario
haya,252,0.01268,0.106789,1,victimario
frentes,307,0.012654,0.150904,1,victimario
zonas,258,0.012648,0.118668,1,victimario
tenga,227,0.012616,0.112043,1,victimario
buena,244,0.012616,0.09959,1,victimario
tenido,239,0.012613,0.110561,1,victimario
partido,674,0.012611,0.098701,1,victimario
hago,241,0.012592,0.114108,1,victimario
entrar,266,0.012588,0.113856,1,victimario
cuanto,238,0.012581,0.106844,1,victimario
unico,272,0.012572,0.135716,1,victimario
miedo,242,0.01256,0.108653,1,victimario
varios,250,0.012517,0.103717,1,victimario
llevaba,244,0.012517,0.128753,1,victimario
muerte,251,0.012516,0.102845,1,victimario
vino,285,0.01251,0.116237,1,victimario
resto,257,0.01247,0.10988,1,victimario
cerca,247,0.012453,0.104056,1,victimario
fulano,280,0.012445,0.158097,1,victimario
muertos,223,0.012439,0.117281,1,victimario
estando,259,0.012416,0.127971,1,victimario
acciones,228,0.012412,0.113023,1,victimario
sale,276,0.012394,0.113199,1,victimario
enemigo,242,0.012375,0.123113,1,victimario
rio,239,0.012374,0.129765,1,victimario
ultimo,270,0.012367,0.133503,1,victimario
primera,272,0.012364,0.094769,1,victimario
podemos,236,0.012364,0.09904,1,victimario
presencia,229,0.012348,0.114454,1,victimario
entrevista,205,0.012337,0.118278,1,victimario
compania,342,0.012304,0.16241,1,victimario
oportunidad,244,0.0123,0.109237,1,victimario
quienes,236,0.012298,0.106109,1,victimario
muchacha,231,0.012295,0.137503,1,victimario
tienes,202,0.012287,0.099547,1,victimario
lucha,287,0.012287,0.110524,1,victimario
cuento,266,0.012284,0.122207,1,victimario
agua,264,0.012284,0.099242,1,victimario
llevaban,211,0.012283,0.13791,1,victimario
soldados,230,0.012282,0.119706,1,victimario
casos,270,0.01228,0.105953,1,victimario
sentido,224,0.012267,0.103882,1,victimario
seria,266,0.012256,0.120548,1,victimario
dejar,220,0.012255,0.10378,1,victimario
sitio,220,0.01223,0.104665,1,victimario
toma,309,0.012226,0.112244,1,victimario
pasado,251,0.012214,0.096986,1,victimario
tomar,210,0.012191,0.104331,1,victimario
afuera,205,0.012181,0.117877,1,victimario
sola,208,0.012178,0.110148,1,victimario
coger,220,0.012175,0.130082,1,victimario
nino,239,0.012169,0.153629,1,victimario
decirle,192,0.012166,0.123509,1,victimario
barrio,225,0.012133,0.115769,1,victimario
llevar,233,0.012128,0.10745,1,victimario
abajo,244,0.012119,0.112052,1,victimario
realidad,221,0.012096,0.099666,1,victimario
debe,229,0.012096,0.093269,1,victimario
primer,239,0.012085,0.094022,1,victimario
resulta,285,0.012065,0.114028,1,victimario
hablaba,214,0.012035,0.126471,1,victimario
conocia,256,0.012026,0.154024,1,victimario
pal,218,0.012011,0.141328,1,victimario
sabian,212,0.012008,0.154331,1,victimario
podian,216,0.011984,0.149102,1,victimario
responsabilidad,196,0.011981,0.112963,1,victimario
quedaba,227,0.01195,0.129001,1,victimario
ingresar,172,0.011938,0.133006,1,victimario
empezamos,203,0.011919,0.128379,1,victimario
quedaron,182,0.011891,0.122038,1,victimario
violencia,193,0.011887,0.109132,1,victimario
amigos,237,0.011857,0.09743,1,victimario
llevo,209,0.011832,0.116378,1,victimario
vine,240,0.011817,0.131178,1,victimario
arma,206,0.011801,0.117932,1,victimario
volver,189,0.011772,0.102965,1,victimario
pagar,195,0.011766,0.108523,1,victimario
tuvieron,205,0.011756,0.113765,1,victimario
lados,202,0.011748,0.117403,1,victimario
unidad,225,0.011741,0.109092,1,victimario
mandaron,227,0.011737,0.138566,1,victimario
permiso,209,0.011737,0.115709,1,victimario
parece,229,0.011731,0.089379,1,victimario
empece,169,0.011697,0.148404,1,victimario
servicio,215,0.011688,0.098435,1,victimario
comunidades,277,0.011686,0.114941,1,victimario
fuerte,308,0.011684,0.101075,1,victimario
movimiento,352,0.011681,0.103165,1,victimario
muerto,190,0.011656,0.1091,1,victimario
inteligencia,281,0.011654,0.114627,1,victimario
diferente,197,0.011652,0.106422,1,victimario
cont,248,0.01164,0.150719,1,victimario
fusil,215,0.011614,0.141808,1,victimario
pueden,227,0.011613,0.088743,1,victimario
unidades,200,0.011599,0.116433,1,victimario
quisiera,182,0.011583,0.113928,1,victimario
facil,211,0.011572,0.12917,1,victimario
sacaron,199,0.011572,0.130645,1,victimario
plan,218,0.011542,0.101473,1,victimario
dano,189,0.011539,0.155234,1,victimario
horas,222,0.011521,0.093886,1,victimario
estudio,164,0.011517,0.100954,1,victimario
gusto,165,0.011504,0.106366,1,victimario
llamar,176,0.011493,0.109662,1,victimario
bajo,183,0.011472,0.090048,1,victimario
cumplir,179,0.01147,0.109965,1,victimario
cierto,267,0.011455,0.095717,1,victimario
ganado,208,0.011454,0.111636,1,victimario
mandaban,182,0.011446,0.149108,1,victimario
ido,184,0.011444,0.108942,1,victimario
personal,206,0.011443,0.097693,1,victimario
diciendo,228,0.01144,0.102905,1,victimario
politicos,237,0.011428,0.139109,1,victimario
cantidad,240,0.011422,0.099904,1,victimario
proyecto,229,0.011422,0.095153,1,victimario
hubieron,207,0.011411,0.141973,1,victimario
general,202,0.011396,0.088129,1,victimario
camino,232,0.011392,0.097493,1,victimario
dado,194,0.011368,0.098604,1,victimario
ropa,174,0.011363,0.105324,1,victimario
falta,167,0.011346,0.092982,1,victimario
normas,160,0.011328,0.112696,1,victimario
conocer,184,0.011322,0.100798,1,victimario
jefe,180,0.011292,0.100044,1,victimario
estuvimos,168,0.011291,0.127934,1,victimario
paramilitarismo,212,0.011271,0.151388,1,victimario
contar,181,0.011262,0.106952,1,victimario
entender,200,0.011254,0.102997,1,victimario
miraba,175,0.011242,0.127379,1,victimario
amigo,224,0.011239,0.094154,1,victimario
formacion,205,0.011204,0.141969,1,victimario
llamo,228,0.0112,0.117453,1,victimario
conocimiento,186,0.011187,0.104453,1,victimario
camarada,234,0.011186,0.130484,1,victimario
dinero,174,0.011186,0.090888,1,victimario
hablo,202,0.011168,0.109847,1,victimario
dure,171,0.011157,0.132161,1,victimario
campo,174,0.011152,0.098044,1,victimario
dejaban,140,0.011149,0.13316,1,victimario
don,267,0.011146,0.104327,1,victimario
negocio,206,0.011143,0.104298,1,victimario
hija,235,0.011134,0.100895,1,victimario
dejaron,159,0.011129,0.113718,1,victimario
guerrillera,174,0.011129,0.14654,1,victimario
llamaban,182,0.011114,0.130106,1,victimario
tenias,139,0.011106,0.132228,1,victimario
irse,165,0.011103,0.11395,1,victimario
atras,174,0.011098,0.126219,1,victimario
mato,180,0.011084,0.123041,1,victimario
dejo,162,0.011064,0.107835,1,victimario
ninguna,174,0.011064,0.094458,1,victimario
lideres,207,0.011058,0.137387,1,victimario
padre,130,0.011051,0.092579,1,victimario
dices,152,0.011049,0.105929,1,victimario
gusta,175,0.01104,0.089444,1,victimario
conozco,180,0.011039,0.104834,1,victimario
varias,208,0.011039,0.095246,1,victimario
soldado,202,0.011019,0.116764,1,victimario
llegan,196,0.011012,0.108818,1,victimario
entonces eso,428,0.015839,0.015839,2,victimario
mucha gente,431,0.015723,0.015723,2,victimario
porque eso,350,0.015129,0.015129,2,victimario
asi como,334,0.014579,0.014579,2,victimario
eso como,322,0.014231,0.014231,2,victimario
eso eso,291,0.013867,0.013867,2,victimario
entonces ahi,260,0.013586,0.013586,2,victimario
eso porque,281,0.013165,0.013165,2,victimario
porque como,229,0.013141,0.013141,2,victimario
eso entonces,246,0.013059,0.013059,2,victimario
entonces como,211,0.012586,0.012586,2,victimario
pues como,175,0.012065,0.012065,2,victimario
entonces dije,178,0.012032,0.012032,2,victimario
mejor dicho,238,0.01201,0.01201,2,victimario
poblacion civil,228,0.011902,0.011902,2,victimario
como tal,221,0.011736,0.011736,2,victimario
muy bien,195,0.011686,0.011686,2,victimario
sea como,152,0.011518,0.011518,2,victimario
porque pues,182,0.011516,0.011516,2,victimario
como digo,192,0.011439,0.011439,2,victimario
porque hay,197,0.011293,0.011293,2,victimario
entonces pues,160,0.011238,0.011238,2,victimario
bueno entonces,180,0.011235,0.011235,2,victimario
proceso paz,155,0.011134,0.011134,2,victimario
conflicto armado,138,0.011068,0.011068,2,victimario
eso pues,165,0.011013,0.011013,2,victimario
como eso,148,0.011007,0.011007,2,victimario
gracias dios,129,0.010999,0.010999,2,victimario
porque usted,149,0.010974,0.010974,2,victimario
millones pesos,197,0.010866,0.010866,2,victimario
como como,137,0.010839,0.010839,2,victimario
porque estaba,161,0.01078,0.01078,2,victimario
usted sabe,173,0.010666,0.010666,2,victimario
estaba ahi,174,0.010582,0.010582,2,victimario
ahi entonces,136,0.010563,0.010563,2,victimario
esto esto,154,0.010519,0.010519,2,victimario
fuerza publica,120,0.010477,0.010477,2,victimario
eso muy,151,0.010435,0.010435,2,victimario
ahi como,157,0.010359,0.010359,2,victimario
tal parte,134,0.010071,0.010071,2,victimario
entonces dijo,124,0.010036,0.010036,2,victimario
algun momento,142,0.00999,0.00999,2,victimario
todas maneras,126,0.009899,0.009899,2,victimario
accion comunal,127,0.009886,0.009886,2,victimario
muy dificil,121,0.009711,0.009711,2,victimario
muy importante,117,0.00971,0.00971,2,victimario
muy duro,96,0.009646,0.009646,2,victimario
nada eso,121,0.009645,0.009645,2,victimario
ahi ahi,127,0.009577,0.009577,2,victimario
hacia parte,109,0.009443,0.009443,2,victimario
ahi hay,115,0.009408,0.009408,2,victimario
toda gente,134,0.009401,0.009401,2,victimario
despues eso,101,0.00936,0.00936,2,victimario
usted dice,86,0.009333,0.009333,2,victimario
pues ahi,100,0.009312,0.009312,2,victimario
porque ahi,120,0.009311,0.009311,2,victimario
fuerzas militares,92,0.009279,0.009279,2,victimario
pues eso,117,0.009248,0.009248,2,victimario
eso digo,112,0.009187,0.009187,2,victimario
porque eran,113,0.009185,0.009185,2,victimario
eso hay,104,0.009156,0.009156,2,victimario
como dice,110,0.009154,0.009154,2,victimario
bueno eso,106,0.00915,0.00915,2,victimario
muchas gracias,98,0.009143,0.009143,2,victimario
ahi pues,100,0.009092,0.009092,2,victimario
ahi estaba,106,0.009077,0.009077,2,victimario
eso estaba,107,0.009058,0.009058,2,victimario
entonces gente,110,0.009052,0.009052,2,victimario
asi entonces,96,0.008984,0.008984,2,victimario
hay gente,106,0.00898,0.00898,2,victimario
grupo armado,95,0.008942,0.008942,2,victimario
eso bueno,91,0.008936,0.008936,2,victimario
ahi eso,115,0.008851,0.008851,2,victimario
sea eso,110,0.00883,0.00883,2,victimario
nada porque,88,0.008787,0.008787,2,victimario
entonces usted,88,0.008681,0.008681,2,victimario
porque gente,98,0.008655,0.008655,2,victimario
organizacion publica,174,0.008649,0.008649,2,victimario
eso ahi,99,0.008614,0.008614,2,victimario
como usted,92,0.008606,0.008606,2,victimario
eran como,92,0.008591,0.008591,2,victimario
entonces decia,80,0.0085,0.0085,2,victimario
nada entonces,86,0.008472,0.008472,2,victimario
como fuera,88,0.008466,0.008466,2,victimario
eso asi,100,0.008438,0.008438,2,victimario
asi asi,94,0.0084,0.0084,2,victimario
eso sea,93,0.008354,0.008354,2,victimario
eso eran,88,0.00835,0.00835,2,victimario
como estaba,81,0.008327,0.008327,2,victimario
hasta ahi,79,0.008311,0.008311,2,victimario
usted puede,87,0.008308,0.008308,2,victimario
derechos humanos,105,0.008275,0.008275,2,victimario
eso paso,91,0.00826,0.00826,2,victimario
asi sea,79,0.008246,0.008246,2,victimario
toda vaina,207,0.008237,0.008237,2,victimario
ver como,82,0.008213,0.008213,2,victimario
nada ver,85,0.008144,0.008144,2,victimario
estamos hablando,119,0.008094,0.008094,2,victimario
gente entonces,73,0.008086,0.008086,2,victimario
usted como,71,0.008043,0.008043,2,victimario
entonces hay,76,0.007988,0.007988,2,victimario
dije bueno,80,0.007987,0.007987,2,victimario
gente como,75,0.007987,0.007987,2,victimario
pues porque,63,0.007983,0.007983,2,victimario
porque son,75,0.007982,0.007982,2,victimario
muy grande,92,0.007951,0.007951,2,victimario
guerrilla porque,75,0.007944,0.007944,2,victimario
ahi porque,91,0.00793,0.00793,2,victimario
claro porque,78,0.007915,0.007915,2,victimario
muy poco,66,0.007875,0.007875,2,victimario
son muy,77,0.007874,0.007874,2,victimario
central bolivar,69,0.007854,0.007854,2,victimario
bueno ahi,87,0.007852,0.007852,2,victimario
como meses,83,0.007841,0.007841,2,victimario
entonces bueno,77,0.007832,0.007832,2,victimario
porque estaban,70,0.007816,0.007816,2,victimario
bloque central,65,0.007804,0.007804,2,victimario
gente estaba,82,0.007791,0.007791,2,victimario
guerrilla guerrilla,64,0.007763,0.007763,2,victimario
claro eso,81,0.007731,0.007731,2,victimario
nivel nacional,81,0.007724,0.007724,2,victimario
ejercito policia,80,0.007715,0.007715,2,victimario
bueno listo,91,0.007697,0.007697,2,victimario
hombres mujeres,76,0.007654,0.007654,2,victimario
fulano tal,89,0.007651,0.007651,2,victimario
entonces dijeron,66,0.007614,0.007614,2,victimario
estaba muy,66,0.007582,0.007582,2,victimario
eso hacia,73,0.00756,0.00756,2,victimario
pues verdad,64,0.007527,0.007527,2,victimario
grupos armados,61,0.00752,0.00752,2,victimario
porque habian,67,0.007502,0.007502,2,victimario
trabajo politico,64,0.007498,0.007498,2,victimario
estaban ahi,80,0.00744,0.00744,2,victimario
eran muy,70,0.007439,0.007439,2,victimario
como decia,79,0.007435,0.007435,2,victimario
hay mucha,66,0.00743,0.00743,2,victimario
claro entonces,59,0.00739,0.00739,2,victimario
estado mayor,118,0.007369,0.007369,2,victimario
entonces estaba,69,0.00735,0.00735,2,victimario
estaba como,63,0.007333,0.007333,2,victimario
eso dio,70,0.007328,0.007328,2,victimario
estaba estaba,64,0.007327,0.007327,2,victimario
dije voy,68,0.007317,0.007317,2,victimario
gente muy,67,0.007317,0.007317,2,victimario
cada quien,63,0.007294,0.007294,2,victimario
toda parte,63,0.007275,0.007275,2,victimario
porque muy,63,0.007246,0.007246,2,victimario
mil pesos,75,0.007233,0.007233,2,victimario
